transaction_id,item_id,customer_id,rental_item,net_price,date_time_out,date_time_in
RNT0000092,ITM10285,C5031,Skis,45.00,10/1/24 6:42,10/1/24 19:28
RNT0001144,ITM13423,C5451,Helmet,12.00,10/1/24 6:49,10/1/24 16:03
RNT0001144,ITM13424,C5451,Skis,45.00,10/1/24 6:49,10/1/24 16:03
RNT0001144,ITM13425,C5451,Snowboard,50.00,10/1/24 6:49,10/1/24 16:03
RNT0001144,ITM13426,C5451,Poles,8.00,10/1/24 6:49,10/1/24 16:03
RNT0011148,ITM43471,M1006,Boots,17.00,10/1/24 6:49,10/1/24 20:01
RNT0011148,ITM43472,M1006,Helmet,10.20,10/1/24 6:49,10/1/24 20:01
RNT0010780,ITM42393,C9480,Skis,45.00,10/1/24 6:50,10/1/24 17:26
RNT0010780,ITM42394,C9480,Snowboard,50.00,10/1/24 6:50,10/1/24 17:26
RNT0010780,ITM42395,C9480,Helmet,12.00,10/1/24 6:50,10/1/24 17:26
RNT0010780,ITM42396,C9480,Poles,8.00,10/1/24 6:50,10/1/24 17:26
RNT0012513,ITM47572,M1204,Poles,6.80,10/1/24 6:54,10/1/24 15:03
RNT0012513,ITM47573,M1204,Helmet,10.20,10/1/24 6:54,10/1/24 15:03
RNT0012513,ITM47574,M1204,Snowboard,42.50,10/1/24 6:54,10/1/24 15:03
RNT0003352,ITM20057,C6391,Helmet,12.00,10/1/24 6:57,10/1/24 14:38
RNT0003352,ITM20058,C6391,Skis,45.00,10/1/24 6:57,10/1/24 14:38
RNT0011141,ITM43449,M1005,Helmet,10.20,10/1/24 6:58,10/1/24 20:15
RNT0011141,ITM43450,M1005,Skis,38.25,10/1/24 6:58,10/1/24 20:15
RNT0004926,ITM24810,C7047,Snowboard,50.00,10/1/24 7:00,10/1/24 17:43
RNT0004926,ITM24811,C7047,Helmet,12.00,10/1/24 7:00,10/1/24 17:43
RNT0004926,ITM24812,C7047,Skis,45.00,10/1/24 7:00,10/1/24 17:43
RNT0002385,ITM17132,C5982,Skis,45.00,10/1/24 7:02,10/1/24 17:17
RNT0002385,ITM17133,C5982,Boots,20.00,10/1/24 7:02,10/1/24 17:17
RNT0002385,ITM17134,C5982,Snowboard,50.00,10/1/24 7:02,10/1/24 17:17
RNT0003267,ITM19793,C6347,Skis,45.00,10/1/24 7:07,10/1/24 22:19
RNT0003267,ITM19794,C6347,Boots,20.00,10/1/24 7:07,10/1/24 22:19
RNT0003267,ITM19795,C6347,Poles,8.00,10/1/24 7:07,10/1/24 22:19
RNT0007621,ITM32915,C8172,Snowboard,50.00,10/1/24 7:08,10/1/24 22:35
RNT0007621,ITM32916,C8172,Poles,8.00,10/1/24 7:08,10/1/24 22:35
RNT0007621,ITM32917,C8172,Boots,20.00,10/1/24 7:08,10/1/24 22:35
RNT0011128,ITM43412,M1001,Snowboard,42.50,10/1/24 7:08,10/1/24 18:56
RNT0011128,ITM43413,M1001,Helmet,10.20,10/1/24 7:08,10/1/24 18:56
RNT0000844,ITM12531,C5333,Skis,45.00,10/1/24 7:10,10/1/24 22:10
RNT0000844,ITM12532,C5333,Poles,8.00,10/1/24 7:10,10/1/24 22:10
RNT0000844,ITM12533,C5333,Snowboard,50.00,10/1/24 7:10,10/1/24 22:10
RNT0001571,ITM14711,C5630,Poles,8.00,10/1/24 7:10,10/2/24 6:00
RNT0001571,ITM14712,C5630,Helmet,12.00,10/1/24 7:10,10/2/24 6:00
RNT0010837,ITM42559,C9502,Helmet,12.00,10/1/24 7:11,10/1/24 20:13
RNT0010837,ITM42560,C9502,Snowboard,50.00,10/1/24 7:11,10/1/24 20:13
RNT0010837,ITM42561,C9502,Skis,45.00,10/1/24 7:11,10/1/24 20:13
RNT0010837,ITM42562,C9502,Boots,20.00,10/1/24 7:11,10/1/24 20:13
RNT0010026,ITM40119,C9173,Helmet,12.00,10/1/24 7:16,10/1/24 18:54
RNT0010026,ITM40120,C9173,Poles,8.00,10/1/24 7:16,10/1/24 18:54
RNT0010026,ITM40121,C9173,Skis,45.00,10/1/24 7:16,10/1/24 18:54
RNT0002680,ITM18040,C6101,Helmet,12.00,10/1/24 7:20,10/1/24 22:13
RNT0002680,ITM18041,C6101,Boots,20.00,10/1/24 7:20,10/1/24 22:13
RNT0002680,ITM18042,C6101,Poles,8.00,10/1/24 7:20,10/1/24 22:13
RNT0002680,ITM18043,C6101,Snowboard,50.00,10/1/24 7:20,10/1/24 22:13
RNT0009732,ITM39219,C9056,Snowboard,50.00,10/1/24 7:20,10/1/24 19:49
RNT0009732,ITM39220,C9056,Boots,20.00,10/1/24 7:20,10/1/24 19:49
RNT0008995,ITM37039,C8747,Boots,20.00,10/1/24 7:21,10/1/24 21:25
RNT0008995,ITM37040,C8747,Snowboard,50.00,10/1/24 7:21,10/1/24 21:25
RNT0006590,ITM29828,C7752,Skis,45.00,10/1/24 7:22,10/1/24 18:49
RNT0006590,ITM29829,C7752,Helmet,12.00,10/1/24 7:22,10/1/24 18:49
RNT0006590,ITM29830,C7752,Boots,20.00,10/1/24 7:22,10/1/24 18:49
RNT0006590,ITM29831,C7752,Poles,8.00,10/1/24 7:22,10/1/24 18:49
RNT0008382,ITM35200,C8485,Skis,45.00,10/1/24 7:22,10/1/24 18:11
RNT0008382,ITM35201,C8485,Snowboard,50.00,10/1/24 7:22,10/1/24 18:11
RNT0008382,ITM35202,C8485,Helmet,12.00,10/1/24 7:22,10/1/24 18:11
RNT0008382,ITM35203,C8485,Poles,8.00,10/1/24 7:22,10/1/24 18:11
RNT0002013,ITM16021,C5826,Poles,8.00,10/1/24 7:26,10/1/24 19:26
RNT0002013,ITM16022,C5826,Skis,45.00,10/1/24 7:26,10/1/24 19:26
RNT0002013,ITM16023,C5826,Boots,20.00,10/1/24 7:26,10/1/24 19:26
RNT0002013,ITM16024,C5826,Helmet,12.00,10/1/24 7:26,10/1/24 19:26
RNT0004351,ITM23060,C6799,Snowboard,50.00,10/1/24 7:27,10/1/24 18:43
RNT0004351,ITM23061,C6799,Boots,20.00,10/1/24 7:27,10/1/24 18:43
RNT0004351,ITM23062,C6799,Poles,8.00,10/1/24 7:27,10/1/24 18:43
RNT0004351,ITM23063,C6799,Skis,45.00,10/1/24 7:27,10/1/24 18:43
RNT0002608,ITM17819,C6078,Poles,8.00,10/1/24 7:28,10/1/24 14:57
RNT0002608,ITM17820,C6078,Skis,45.00,10/1/24 7:28,10/1/24 14:57
RNT0002608,ITM17821,C6078,Boots,20.00,10/1/24 7:28,10/1/24 14:57
RNT0002608,ITM17822,C6078,Helmet,12.00,10/1/24 7:28,10/1/24 14:57
RNT0006356,ITM29112,C7660,Snowboard,50.00,10/1/24 7:30,10/1/24 18:02
RNT0006356,ITM29113,C7660,Skis,45.00,10/1/24 7:30,10/1/24 18:02
RNT0000027,ITM10081,C5011,Poles,8.00,10/1/24 7:35,10/1/24 16:03
RNT0000027,ITM10082,C5011,Snowboard,50.00,10/1/24 7:35,10/1/24 16:03
RNT0000027,ITM10083,C5011,Helmet,12.00,10/1/24 7:35,10/1/24 16:03
RNT0000027,ITM10084,C5011,Boots,20.00,10/1/24 7:35,10/1/24 16:03
RNT0007551,ITM32711,C8146,Helmet,12.00,10/1/24 7:40,10/1/24 17:00
RNT0007551,ITM32712,C8146,Snowboard,50.00,10/1/24 7:40,10/1/24 17:00
RNT0009515,ITM38585,C8975,Snowboard,50.00,10/1/24 7:41,10/1/24 17:24
RNT0009515,ITM38586,C8975,Skis,45.00,10/1/24 7:41,10/1/24 17:24
RNT0007736,ITM33260,C8217,Helmet,12.00,10/1/24 7:42,10/1/24 17:17
RNT0007736,ITM33261,C8217,Skis,45.00,10/1/24 7:42,10/1/24 17:17
RNT0007736,ITM33262,C8217,Poles,8.00,10/1/24 7:42,10/1/24 17:17
RNT0003491,ITM20476,C6444,Snowboard,50.00,10/1/24 7:43,10/1/24 21:44
RNT0003491,ITM20477,C6444,Poles,8.00,10/1/24 7:43,10/1/24 21:44
RNT0003491,ITM20478,C6444,Skis,45.00,10/1/24 7:43,10/1/24 21:44
RNT0003491,ITM20479,C6444,Helmet,12.00,10/1/24 7:43,10/1/24 21:44
RNT0007506,ITM32579,C8130,Helmet,12.00,10/1/24 7:50,10/1/24 20:49
RNT0007506,ITM32580,C8130,Snowboard,50.00,10/1/24 7:50,10/1/24 20:49
RNT0007506,ITM32581,C8130,Poles,8.00,10/1/24 7:50,10/1/24 20:49
RNT0007506,ITM32582,C8130,Boots,20.00,10/1/24 7:50,10/1/24 20:49
RNT0002397,ITM17168,C5987,Poles,8.00,10/1/24 7:52,10/1/24 18:34
RNT0002397,ITM17169,C5987,Skis,45.00,10/1/24 7:52,10/1/24 18:34
RNT0002397,ITM17170,C5987,Snowboard,50.00,10/1/24 7:52,10/1/24 18:34
RNT0002397,ITM17171,C5987,Boots,20.00,10/1/24 7:52,10/1/24 18:34
RNT0001694,ITM15080,C5684,Boots,20.00,10/1/24 7:53,10/1/24 13:34
RNT0001694,ITM15081,C5684,Helmet,12.00,10/1/24 7:53,10/1/24 13:34
RNT0001694,ITM15082,C5684,Snowboard,50.00,10/1/24 7:53,10/1/24 13:34
RNT0005316,ITM25959,C7212,Helmet,12.00,10/1/24 7:55,10/1/24 20:09
RNT0005316,ITM25960,C7212,Boots,20.00,10/1/24 7:55,10/1/24 20:09
RNT0005316,ITM25961,C7212,Snowboard,50.00,10/1/24 7:55,10/1/24 20:09
RNT0005387,ITM26172,C7244,Skis,45.00,10/1/24 7:58,10/1/24 14:17
RNT0005387,ITM26173,C7244,Poles,8.00,10/1/24 7:58,10/1/24 14:17
RNT0007258,ITM31840,C8032,Poles,8.00,10/1/24 8:03,10/1/24 19:26
RNT0007258,ITM31841,C8032,Boots,20.00,10/1/24 8:03,10/1/24 19:26
RNT0007258,ITM31842,C8032,Helmet,12.00,10/1/24 8:03,10/1/24 19:26
RNT0009181,ITM37577,C8820,Skis,45.00,10/1/24 8:08,10/1/24 19:43
RNT0009181,ITM37578,C8820,Helmet,12.00,10/1/24 8:08,10/1/24 19:43
RNT0009181,ITM37579,C8820,Snowboard,50.00,10/1/24 8:08,10/1/24 19:43
RNT0009482,ITM38486,C8961,Poles,8.00,10/1/24 8:13,10/1/24 19:58
RNT0009482,ITM38487,C8961,Helmet,12.00,10/1/24 8:13,10/1/24 19:58
RNT0000706,ITM12115,C5273,Boots,20.00,10/1/24 8:17,10/1/24 20:28
RNT0000706,ITM12116,C5273,Skis,45.00,10/1/24 8:17,10/1/24 20:28
RNT0000706,ITM12117,C5273,Helmet,12.00,10/1/24 8:17,10/1/24 20:28
RNT0000706,ITM12118,C5273,Snowboard,50.00,10/1/24 8:17,10/1/24 20:28
RNT0004706,ITM24140,C6959,Skis,45.00,10/1/24 8:19,10/1/24 16:44
RNT0004706,ITM24141,C6959,Snowboard,50.00,10/1/24 8:19,10/1/24 16:44
RNT0004706,ITM24142,C6959,Boots,20.00,10/1/24 8:19,10/1/24 16:44
RNT0006700,ITM30170,C7797,Boots,20.00,10/1/24 8:22,10/2/24 6:53
RNT0006700,ITM30171,C7797,Snowboard,50.00,10/1/24 8:22,10/2/24 6:53
RNT0006700,ITM30172,C7797,Helmet,12.00,10/1/24 8:22,10/2/24 6:53
RNT0006700,ITM30173,C7797,Poles,8.00,10/1/24 8:22,10/2/24 6:53
RNT0008998,ITM37047,C8748,Snowboard,50.00,10/1/24 8:52,10/1/24 19:25
RNT0008998,ITM37048,C8748,Helmet,12.00,10/1/24 8:52,10/1/24 19:25
RNT0003007,ITM19028,C6233,Helmet,12.00,10/1/24 9:01,10/1/24 20:58
RNT0003007,ITM19029,C6233,Skis,45.00,10/1/24 9:01,10/1/24 20:58
RNT0003007,ITM19030,C6233,Boots,20.00,10/1/24 9:01,10/1/24 20:58
RNT0003007,ITM19031,C6233,Snowboard,50.00,10/1/24 9:01,10/1/24 20:58
RNT0006859,ITM30645,C7861,Poles,8.00,10/1/24 11:36,10/1/24 21:00
RNT0006859,ITM30646,C7861,Snowboard,50.00,10/1/24 11:36,10/1/24 21:00
RNT0006859,ITM30647,C7861,Skis,45.00,10/1/24 11:36,10/1/24 21:00
RNT0006859,ITM30648,C7861,Boots,20.00,10/1/24 11:36,10/1/24 21:00
RNT0001091,ITM13270,C5427,Skis,45.00,10/1/24 11:41,10/1/24 22:13
RNT0001091,ITM13271,C5427,Boots,20.00,10/1/24 11:41,10/1/24 22:13
RNT0009249,ITM37782,C8852,Skis,45.00,10/2/24 6:01,10/2/24 19:05
RNT0009249,ITM37783,C8852,Helmet,12.00,10/2/24 6:01,10/2/24 19:05
RNT0009249,ITM37784,C8852,Poles,8.00,10/2/24 6:01,10/2/24 19:05
RNT0009249,ITM37785,C8852,Snowboard,50.00,10/2/24 6:01,10/2/24 19:05
RNT0009996,ITM40031,C9157,Skis,45.00,10/2/24 6:04,10/2/24 19:22
RNT0009996,ITM40032,C9157,Poles,8.00,10/2/24 6:04,10/2/24 19:22
RNT0003578,ITM20743,C6483,Skis,45.00,10/2/24 6:08,10/2/24 21:29
RNT0003578,ITM20744,C6483,Poles,8.00,10/2/24 6:08,10/2/24 21:29
RNT0004847,ITM24567,C7016,Snowboard,50.00,10/2/24 6:09,10/2/24 21:31
RNT0004847,ITM24568,C7016,Helmet,12.00,10/2/24 6:09,10/2/24 21:31
RNT0004847,ITM24569,C7016,Skis,45.00,10/2/24 6:09,10/2/24 21:31
RNT0004847,ITM24570,C7016,Poles,8.00,10/2/24 6:09,10/2/24 21:31
RNT0005418,ITM26263,C7259,Skis,45.00,10/2/24 6:11,10/2/24 20:46
RNT0005418,ITM26264,C7259,Boots,20.00,10/2/24 6:11,10/2/24 20:46
RNT0005418,ITM26265,C7259,Helmet,12.00,10/2/24 6:11,10/2/24 20:46
RNT0005418,ITM26266,C7259,Poles,8.00,10/2/24 6:11,10/2/24 20:46
RNT0006384,ITM29194,C7670,Snowboard,50.00,10/2/24 6:15,10/2/24 18:15
RNT0006384,ITM29195,C7670,Poles,8.00,10/2/24 6:15,10/2/24 18:15
RNT0006384,ITM29196,C7670,Helmet,12.00,10/2/24 6:15,10/2/24 18:15
RNT0006384,ITM29197,C7670,Skis,45.00,10/2/24 6:15,10/2/24 18:15
RNT0009385,ITM38196,C8914,Snowboard,50.00,10/2/24 6:17,10/2/24 21:44
RNT0009385,ITM38197,C8914,Poles,8.00,10/2/24 6:17,10/2/24 21:44
RNT0009385,ITM38198,C8914,Boots,20.00,10/2/24 6:17,10/2/24 21:44
RNT0009385,ITM38199,C8914,Skis,45.00,10/2/24 6:17,10/2/24 21:44
RNT0004679,ITM24057,C6945,Skis,45.00,10/2/24 6:23,10/2/24 17:51
RNT0004679,ITM24058,C6945,Helmet,12.00,10/2/24 6:23,10/2/24 17:51
RNT0004679,ITM24059,C6945,Boots,20.00,10/2/24 6:23,10/2/24 17:51
RNT0004966,ITM24918,C7061,Boots,20.00,10/2/24 6:26,10/2/24 20:25
RNT0004966,ITM24919,C7061,Poles,8.00,10/2/24 6:26,10/2/24 20:25
RNT0004966,ITM24920,C7061,Skis,45.00,10/2/24 6:26,10/2/24 20:25
RNT0004966,ITM24921,C7061,Snowboard,50.00,10/2/24 6:26,10/2/24 20:25
RNT0002904,ITM18720,C6190,Helmet,12.00,10/2/24 6:27,10/2/24 18:23
RNT0002904,ITM18721,C6190,Poles,8.00,10/2/24 6:27,10/2/24 18:23
RNT0002620,ITM17857,C6084,Skis,45.00,10/2/24 6:30,10/2/24 19:40
RNT0002620,ITM17858,C6084,Boots,20.00,10/2/24 6:30,10/2/24 19:40
RNT0009615,ITM38885,C9011,Skis,45.00,10/2/24 6:31,10/2/24 17:17
RNT0009615,ITM38886,C9011,Poles,8.00,10/2/24 6:31,10/2/24 17:17
RNT0009615,ITM38887,C9011,Boots,20.00,10/2/24 6:31,10/2/24 17:17
RNT0003182,ITM19547,C6310,Poles,8.00,10/2/24 6:38,10/2/24 22:05
RNT0003182,ITM19548,C6310,Boots,20.00,10/2/24 6:38,10/2/24 22:05
RNT0003182,ITM19549,C6310,Skis,45.00,10/2/24 6:38,10/2/24 22:05
RNT0009234,ITM37737,C8847,Helmet,12.00,10/2/24 6:39,10/2/24 17:22
RNT0009234,ITM37738,C8847,Snowboard,50.00,10/2/24 6:39,10/2/24 17:22
RNT0009234,ITM37739,C8847,Skis,45.00,10/2/24 6:39,10/2/24 17:22
RNT0003042,ITM19132,C6244,Snowboard,50.00,10/2/24 6:42,10/2/24 20:03
RNT0003042,ITM19133,C6244,Poles,8.00,10/2/24 6:42,10/2/24 20:03
RNT0009582,ITM38790,C8998,Skis,45.00,10/2/24 6:47,10/2/24 13:28
RNT0009582,ITM38791,C8998,Helmet,12.00,10/2/24 6:47,10/2/24 13:28
RNT0009582,ITM38792,C8998,Snowboard,50.00,10/2/24 6:47,10/2/24 13:28
RNT0004699,ITM24118,C6956,Boots,20.00,10/2/24 6:48,10/2/24 20:42
RNT0004699,ITM24119,C6956,Skis,45.00,10/2/24 6:48,10/2/24 20:42
RNT0004699,ITM24120,C6956,Snowboard,50.00,10/2/24 6:48,10/2/24 20:42
RNT0001593,ITM14779,C5638,Skis,45.00,10/2/24 6:53,10/2/24 22:34
RNT0001593,ITM14780,C5638,Helmet,12.00,10/2/24 6:53,10/2/24 22:34
RNT0001593,ITM14781,C5638,Poles,8.00,10/2/24 6:53,10/2/24 22:34
RNT0004289,ITM22872,C6773,Poles,8.00,10/2/24 6:59,10/2/24 21:15
RNT0004289,ITM22873,C6773,Boots,20.00,10/2/24 6:59,10/2/24 21:15
RNT0004289,ITM22874,C6773,Helmet,12.00,10/2/24 6:59,10/2/24 21:15
RNT0004289,ITM22875,C6773,Snowboard,50.00,10/2/24 6:59,10/2/24 21:15
RNT0011888,ITM45697,M1112,Skis,38.25,10/2/24 7:06,10/2/24 18:51
RNT0011888,ITM45698,M1112,Boots,17.00,10/2/24 7:06,10/2/24 18:51
RNT0011888,ITM45699,M1112,Helmet,10.20,10/2/24 7:06,10/2/24 18:51
RNT0008018,ITM34101,C8329,Skis,45.00,10/2/24 7:09,10/2/24 22:08
RNT0008018,ITM34102,C8329,Snowboard,50.00,10/2/24 7:09,10/2/24 22:08
RNT0008018,ITM34103,C8329,Boots,20.00,10/2/24 7:09,10/2/24 22:08
RNT0008018,ITM34104,C8329,Poles,8.00,10/2/24 7:09,10/2/24 22:08
RNT0004652,ITM23980,C6932,Skis,45.00,10/2/24 7:14,10/2/24 17:23
RNT0004652,ITM23981,C6932,Poles,8.00,10/2/24 7:14,10/2/24 17:23
RNT0007833,ITM33539,C8254,Helmet,12.00,10/2/24 7:17,10/2/24 15:09
RNT0007833,ITM33540,C8254,Skis,45.00,10/2/24 7:17,10/2/24 15:09
RNT0011350,ITM44063,M1036,Boots,17.00,10/2/24 7:24,10/2/24 22:22
RNT0011350,ITM44064,M1036,Helmet,10.20,10/2/24 7:24,10/2/24 22:22
RNT0011350,ITM44065,M1036,Poles,6.80,10/2/24 7:24,10/2/24 22:22
RNT0011350,ITM44066,M1036,Skis,38.25,10/2/24 7:24,10/2/24 22:22
RNT0003274,ITM19815,C6350,Poles,8.00,10/2/24 7:38,10/2/24 22:50
RNT0003274,ITM19816,C6350,Skis,45.00,10/2/24 7:38,10/2/24 22:50
RNT0003274,ITM19817,C6350,Boots,20.00,10/2/24 7:38,10/2/24 22:50
RNT0002670,ITM18007,C6098,Skis,45.00,10/2/24 7:41,10/2/24 21:13
RNT0002670,ITM18008,C6098,Helmet,12.00,10/2/24 7:41,10/2/24 21:13
RNT0002670,ITM18009,C6098,Poles,8.00,10/2/24 7:41,10/2/24 21:13
RNT0001386,ITM14148,C5550,Boots,20.00,10/2/24 7:52,10/2/24 22:29
RNT0001386,ITM14149,C5550,Helmet,12.00,10/2/24 7:52,10/2/24 22:29
RNT0001386,ITM14150,C5550,Poles,8.00,10/2/24 7:52,10/2/24 22:29
RNT0001386,ITM14151,C5550,Snowboard,50.00,10/2/24 7:52,10/2/24 22:29
RNT0005853,ITM27596,C7456,Helmet,12.00,10/2/24 7:56,10/2/24 22:04
RNT0005853,ITM27597,C7456,Poles,8.00,10/2/24 7:56,10/2/24 22:04
RNT0007918,ITM33789,C8283,Helmet,12.00,10/2/24 8:02,10/2/24 15:42
RNT0007918,ITM33790,C8283,Poles,8.00,10/2/24 8:02,10/2/24 15:42
RNT0007918,ITM33791,C8283,Skis,45.00,10/2/24 8:02,10/2/24 15:42
RNT0003692,ITM21083,C6535,Helmet,12.00,10/2/24 8:08,10/2/24 21:00
RNT0003692,ITM21084,C6535,Boots,20.00,10/2/24 8:08,10/2/24 21:00
RNT0003692,ITM21085,C6535,Snowboard,50.00,10/2/24 8:08,10/2/24 21:00
RNT0006732,ITM30267,C7810,Skis,45.00,10/2/24 8:09,10/2/24 22:13
RNT0006732,ITM30268,C7810,Boots,20.00,10/2/24 8:09,10/2/24 22:13
