date,customer_id,ticket_price,discount_code,discount_pct,net_ticket_price
10/1/2024,C6391,150,WELCOME50,0.5,75
10/1/2024,M1043,0,WELCOME50,0.5,0
10/1/2024,M1161,0,WELCOME50,0.5,0
10/1/2024,M1006,0,WELCOME50,0.5,0
10/1/2024,M1001,0,WELCOME50,0.5,0
10/1/2024,M1071,0,WELCOME50,0.5,0
10/1/2024,C8146,150,WELCOME50,0.5,75
10/1/2024,C6078,150,WELCOME50,0.5,75
10/1/2024,C5011,150,WELCOME50,0.5,75
10/1/2024,C8172,150,WELCOME50,0.5,75
10/1/2024,M1039,0,WELCOME50,0.5,0
10/1/2024,C9056,150,WELCOME50,0.5,75
10/1/2024,C8217,150,WELCOME50,0.5,75
10/1/2024,C8975,150,WELCOME50,0.5,75
10/1/2024,C5684,150,WELCOME50,0.5,75
10/1/2024,C9173,150,WELCOME50,0.5,75
10/1/2024,C6347,150,WELCOME50,0.5,75
10/1/2024,M1038,0,WELCOME50,0.5,0
10/1/2024,C7732,150,WELCOME50,0.5,75
10/1/2024,M1217,0,WELCOME50,0.5,0
10/1/2024,M1131,0,WELCOME50,0.5,0
10/1/2024,C7244,150,WELCOME50,0.5,75
10/1/2024,M1057,0,WELCOME50,0.5,0
10/1/2024,C5982,150,WELCOME50,0.5,75
10/1/2024,C6799,150,WELCOME50,0.5,75
10/1/2024,C6356,150,WELCOME50,0.5,75
10/1/2024,C8820,150,WELCOME50,0.5,75
10/1/2024,C9014,150,WELCOME50,0.5,75
10/1/2024,C5987,150,WELCOME50,0.5,75
10/1/2024,M1076,0,WELCOME50,0.5,0
10/1/2024,C5630,150,WELCOME50,0.5,75
10/1/2024,C7797,150,WELCOME50,0.5,75
10/1/2024,C8032,150,WELCOME50,0.5,75
10/1/2024,M1119,0,WELCOME50,0.5,0
10/1/2024,C8747,150,WELCOME50,0.5,75
10/1/2024,C7752,150,WELCOME50,0.5,75
10/1/2024,C6101,150,WELCOME50,0.5,75
10/1/2024,C6444,150,WELCOME50,0.5,75
10/1/2024,C5826,150,WELCOME50,0.5,75
10/1/2024,M1062,0,WELCOME50,0.5,0
10/1/2024,M1129,0,WELCOME50,0.5,0
10/1/2024,C7212,150,WELCOME50,0.5,75
10/1/2024,C8961,150,WELCOME50,0.5,75
10/1/2024,C8130,150,WELCOME50,0.5,75
10/1/2024,M1183,0,WELCOME50,0.5,0
10/1/2024,C6959,150,WELCOME50,0.5,75
10/1/2024,C5273,150,WELCOME50,0.5,75
10/1/2024,C8296,150,WELCOME50,0.5,75
10/1/2024,M1212,0,WELCOME50,0.5,0
10/1/2024,C6196,150,WELCOME50,0.5,75
10/1/2024,C8748,150,WELCOME50,0.5,75
10/1/2024,C6233,150,WELCOME50,0.5,75
10/1/2024,C7861,150,WELCOME50,0.5,75
10/1/2024,C5427,150,WELCOME50,0.5,75
10/2/2024,M1105,0,WELCOME50,0.5,0
10/2/2024,C6773,150,WELCOME50,0.5,75
10/2/2024,M1119,0,WELCOME50,0.5,0
10/2/2024,M1074,0,WELCOME50,0.5,0
10/2/2024,C8998,150,WELCOME50,0.5,75
10/2/2024,C5638,150,WELCOME50,0.5,75
10/2/2024,M1030,0,WELCOME50,0.5,0
10/2/2024,C9011,150,WELCOME50,0.5,75
10/2/2024,C6310,150,WELCOME50,0.5,75
10/2/2024,M1200,0,WELCOME50,0.5,0
10/2/2024,C6190,150,WELCOME50,0.5,75
10/2/2024,M1199,0,WELCOME50,0.5,0
10/2/2024,M1118,0,WELCOME50,0.5,0
10/2/2024,C6945,150,WELCOME50,0.5,75
10/2/2024,C7670,150,WELCOME50,0.5,75
10/2/2024,C8852,150,WELCOME50,0.5,75
10/2/2024,C8914,150,WELCOME50,0.5,75
10/2/2024,C6483,150,WELCOME50,0.5,75
10/2/2024,C6244,150,WELCOME50,0.5,75
10/2/2024,M1183,0,WELCOME50,0.5,0
10/2/2024,M1219,0,WELCOME50,0.5,0
10/2/2024,C9157,150,WELCOME50,0.5,75
10/2/2024,C7259,150,WELCOME50,0.5,75
10/2/2024,M1217,0,WELCOME50,0.5,0
10/2/2024,M1198,0,WELCOME50,0.5,0
10/2/2024,C7016,150,WELCOME50,0.5,75
10/2/2024,C5209,150,WELCOME50,0.5,75
10/2/2024,C8744,150,WELCOME50,0.5,75
10/2/2024,M1121,0,WELCOME50,0.5,0
10/2/2024,M1132,0,WELCOME50,0.5,0
10/2/2024,C6350,150,WELCOME50,0.5,75
10/2/2024,C9471,150,WELCOME50,0.5,75
10/2/2024,M1168,0,WELCOME50,0.5,0
10/2/2024,C6245,150,WELCOME50,0.5,75
10/2/2024,C7061,150,WELCOME50,0.5,75
10/2/2024,C8847,150,WELCOME50,0.5,75
10/2/2024,M1218,0,WELCOME50,0.5,0
10/2/2024,C6084,150,WELCOME50,0.5,75
10/2/2024,C6932,150,WELCOME50,0.5,75
10/2/2024,M1096,0,WELCOME50,0.5,0
10/2/2024,M1036,0,WELCOME50,0.5,0
10/2/2024,M1112,0,WELCOME50,0.5,0
10/2/2024,M1145,0,WELCOME50,0.5,0
10/2/2024,C7886,150,WELCOME50,0.5,75
10/2/2024,M1020,0,WELCOME50,0.5,0
10/2/2024,M1167,0,WELCOME50,0.5,0
10/2/2024,M1009,0,WELCOME50,0.5,0
10/2/2024,C5550,150,WELCOME50,0.5,75
10/2/2024,C6956,150,WELCOME50,0.5,75
10/2/2024,M1091,0,WELCOME50,0.5,0
10/2/2024,C6098,150,WELCOME50,0.5,75
10/2/2024,C8329,150,WELCOME50,0.5,75
10/2/2024,C7456,150,WELCOME50,0.5,75
10/2/2024,M1017,0,WELCOME50,0.5,0
10/2/2024,C6535,150,WELCOME50,0.5,75
10/2/2024,C8254,150,WELCOME50,0.5,75
10/2/2024,C7810,150,WELCOME50,0.5,75
10/2/2024,C8283,150,WELCOME50,0.5,75
10/2/2024,C6638,150,WELCOME50,0.5,75
10/2/2024,C7322,150,WELCOME50,0.5,75
10/2/2024,C7049,150,WELCOME50,0.5,75
10/2/2024,C7717,150,WELCOME50,0.5,75
10/2/2024,C9434,150,WELCOME50,0.5,75
10/3/2024,M1128,0,WELCOME50,0.5,0
10/3/2024,M1215,0,WELCOME50,0.5,0
10/3/2024,M1084,0,WELCOME50,0.5,0
10/3/2024,M1082,0,WELCOME50,0.5,0
10/3/2024,C7983,150,WELCOME50,0.5,75
10/3/2024,M1131,0,WELCOME50,0.5,0
10/3/2024,C9083,150,WELCOME50,0.5,75
10/3/2024,C8820,150,WELCOME50,0.5,75
10/3/2024,C5098,150,WELCOME50,0.5,75
10/3/2024,M1100,0,WELCOME50,0.5,0
10/3/2024,M1040,0,WELCOME50,0.5,0
10/3/2024,M1203,0,WELCOME50,0.5,0
10/3/2024,M1085,0,WELCOME50,0.5,0
10/3/2024,M1117,0,WELCOME50,0.5,0
10/3/2024,C7358,150,WELCOME50,0.5,75
10/3/2024,C6172,150,WELCOME50,0.5,75
10/3/2024,C6282,150,WELCOME50,0.5,75
10/3/2024,M1078,0,WELCOME50,0.5,0
10/3/2024,M1075,0,WELCOME50,0.5,0
10/3/2024,C8333,150,WELCOME50,0.5,75
10/3/2024,M1074,0,WELCOME50,0.5,0
10/3/2024,C7657,150,WELCOME50,0.5,75
10/3/2024,C5809,150,WELCOME50,0.5,75
10/3/2024,M1030,0,WELCOME50,0.5,0
10/3/2024,C6146,150,WELCOME50,0.5,75
10/3/2024,C9462,150,WELCOME50,0.5,75
10/3/2024,C8556,150,WELCOME50,0.5,75
10/3/2024,M1076,0,WELCOME50,0.5,0
10/3/2024,C9326,150,WELCOME50,0.5,75
10/3/2024,C9532,150,WELCOME50,0.5,75
10/3/2024,C5767,150,WELCOME50,0.5,75
10/3/2024,M1145,0,WELCOME50,0.5,0
10/3/2024,M1144,0,WELCOME50,0.5,0
10/3/2024,C7590,150,WELCOME50,0.5,75
10/3/2024,C8201,150,WELCOME50,0.5,75
10/3/2024,C5249,150,WELCOME50,0.5,75
10/3/2024,C8018,150,WELCOME50,0.5,75
10/3/2024,C6596,150,WELCOME50,0.5,75
10/3/2024,C7238,150,WELCOME50,0.5,75
10/3/2024,C7088,150,WELCOME50,0.5,75
10/3/2024,M1118,0,WELCOME50,0.5,0
10/3/2024,M1083,0,WELCOME50,0.5,0
10/3/2024,C5182,150,WELCOME50,0.5,75
10/3/2024,M1069,0,WELCOME50,0.5,0
10/3/2024,M1126,0,WELCOME50,0.5,0
10/3/2024,C7580,150,WELCOME50,0.5,75
10/3/2024,C7162,150,WELCOME50,0.5,75
10/3/2024,C5356,150,WELCOME50,0.5,75
10/3/2024,C8129,150,WELCOME50,0.5,75
10/3/2024,C8588,150,WELCOME50,0.5,75
10/3/2024,C8952,150,WELCOME50,0.5,75
10/3/2024,C6514,150,WELCOME50,0.5,75
10/3/2024,C5459,150,WELCOME50,0.5,75
10/3/2024,M1112,0,WELCOME50,0.5,0
10/3/2024,C5101,150,WELCOME50,0.5,75
10/3/2024,M1168,0,WELCOME50,0.5,0
10/3/2024,C6615,150,WELCOME50,0.5,75
10/3/2024,C5183,150,WELCOME50,0.5,75
10/3/2024,C9119,150,WELCOME50,0.5,75
10/3/2024,C8694,150,WELCOME50,0.5,75
10/3/2024,C5612,150,WELCOME50,0.5,75
10/3/2024,M1079,0,WELCOME50,0.5,0
10/3/2024,C7495,150,WELCOME50,0.5,75
10/3/2024,C9400,150,WELCOME50,0.5,75
10/3/2024,C6640,150,WELCOME50,0.5,75
10/3/2024,C6789,150,WELCOME50,0.5,75
10/3/2024,M1175,0,WELCOME50,0.5,0
10/3/2024,M1001,0,WELCOME50,0.5,0
10/3/2024,M1121,0,WELCOME50,0.5,0
10/3/2024,C8444,150,WELCOME50,0.5,75
10/3/2024,C9279,150,WELCOME50,0.5,75
10/3/2024,C5369,150,WELCOME50,0.5,75
10/3/2024,C5593,150,WELCOME50,0.5,75
10/3/2024,C9475,150,WELCOME50,0.5,75
10/3/2024,M1054,0,WELCOME50,0.5,0
10/3/2024,C8786,150,WELCOME50,0.5,75
10/3/2024,M1155,0,WELCOME50,0.5,0
10/3/2024,C8710,150,WELCOME50,0.5,75
10/3/2024,M1167,0,WELCOME50,0.5,0
10/3/2024,C8176,150,WELCOME50,0.5,75
10/3/2024,C8662,150,WELCOME50,0.5,75
10/3/2024,C7171,150,WELCOME50,0.5,75
10/3/2024,C6610,150,WELCOME50,0.5,75
10/3/2024,C8857,150,WELCOME50,0.5,75
10/3/2024,C9276,150,WELCOME50,0.5,75
10/3/2024,M1183,0,WELCOME50,0.5,0
10/3/2024,M1218,0,WELCOME50,0.5,0
10/3/2024,C9013,150,WELCOME50,0.5,75
10/3/2024,C6797,150,WELCOME50,0.5,75
10/3/2024,M1185,0,WELCOME50,0.5,0
10/3/2024,C5419,150,WELCOME50,0.5,75
10/3/2024,C6884,150,WELCOME50,0.5,75
10/3/2024,C7936,150,WELCOME50,0.5,75
10/3/2024,C9327,150,WELCOME50,0.5,75
10/3/2024,M1016,0,WELCOME50,0.5,0
10/3/2024,C6300,150,WELCOME50,0.5,75
10/3/2024,C7534,150,WELCOME50,0.5,75
10/3/2024,C6697,150,WELCOME50,0.5,75
10/3/2024,C5754,150,WELCOME50,0.5,75
10/4/2024,M1131,0,WELCOME50,0.5,0
10/4/2024,M1044,0,WELCOME50,0.5,0
10/4/2024,M1176,0,WELCOME50,0.5,0
10/4/2024,C8246,150,WELCOME50,0.5,75
10/4/2024,C6466,150,WELCOME50,0.5,75
10/4/2024,C6446,150,WELCOME50,0.5,75
10/4/2024,C6841,150,WELCOME50,0.5,75
10/4/2024,C8704,150,WELCOME50,0.5,75
10/4/2024,C9420,150,WELCOME50,0.5,75
10/4/2024,M1047,0,WELCOME50,0.5,0
10/4/2024,C6387,150,WELCOME50,0.5,75
10/4/2024,M1022,0,WELCOME50,0.5,0
10/4/2024,C8992,150,WELCOME50,0.5,75
10/4/2024,C5376,150,WELCOME50,0.5,75
10/4/2024,M1208,0,WELCOME50,0.5,0
10/4/2024,C6147,150,WELCOME50,0.5,75
10/4/2024,M1098,0,WELCOME50,0.5,0
10/4/2024,C9244,150,WELCOME50,0.5,75
10/4/2024,M1010,0,WELCOME50,0.5,0
10/4/2024,M1147,0,WELCOME50,0.5,0
10/4/2024,C7954,150,WELCOME50,0.5,75
10/4/2024,C8579,150,WELCOME50,0.5,75
10/4/2024,M1194,0,WELCOME50,0.5,0
10/4/2024,C8801,150,WELCOME50,0.5,75
10/4/2024,C8969,150,WELCOME50,0.5,75
10/4/2024,C5662,150,WELCOME50,0.5,75
10/4/2024,C6595,150,WELCOME50,0.5,75
10/4/2024,C5927,150,WELCOME50,0.5,75
10/4/2024,M1084,0,WELCOME50,0.5,0
10/4/2024,C6955,150,WELCOME50,0.5,75
10/4/2024,M1159,0,WELCOME50,0.5,0
10/4/2024,M1090,0,WELCOME50,0.5,0
10/4/2024,M1060,0,WELCOME50,0.5,0
10/4/2024,C8351,150,WELCOME50,0.5,75
10/4/2024,C8164,150,WELCOME50,0.5,75
10/4/2024,C7538,150,WELCOME50,0.5,75
10/4/2024,C7699,150,WELCOME50,0.5,75
10/4/2024,M1175,0,WELCOME50,0.5,0
10/4/2024,M1112,0,WELCOME50,0.5,0
10/4/2024,C9122,150,WELCOME50,0.5,75
10/4/2024,M1059,0,WELCOME50,0.5,0
10/4/2024,M1148,0,WELCOME50,0.5,0
10/4/2024,C6817,150,WELCOME50,0.5,75
10/4/2024,C6658,150,WELCOME50,0.5,75
10/4/2024,C8195,150,WELCOME50,0.5,75
10/4/2024,M1167,0,WELCOME50,0.5,0
10/4/2024,C9033,150,WELCOME50,0.5,75
10/4/2024,M1196,0,WELCOME50,0.5,0
10/4/2024,C5971,150,WELCOME50,0.5,75
10/4/2024,C9246,150,WELCOME50,0.5,75
10/4/2024,C7756,150,WELCOME50,0.5,75
10/4/2024,C7994,150,WELCOME50,0.5,75
10/4/2024,C5222,150,WELCOME50,0.5,75
10/4/2024,M1096,0,WELCOME50,0.5,0
10/4/2024,C5100,150,WELCOME50,0.5,75
10/4/2024,M1204,0,WELCOME50,0.5,0
10/4/2024,C8873,150,WELCOME50,0.5,75
10/4/2024,C9358,150,WELCOME50,0.5,75
10/4/2024,C5799,150,WELCOME50,0.5,75
10/4/2024,M1089,0,WELCOME50,0.5,0
10/4/2024,C9481,150,WELCOME50,0.5,75
10/4/2024,C6407,150,WELCOME50,0.5,75
10/4/2024,C6813,150,WELCOME50,0.5,75
10/4/2024,C8940,150,WELCOME50,0.5,75
10/4/2024,C9156,150,WELCOME50,0.5,75
10/4/2024,C5018,150,WELCOME50,0.5,75
10/4/2024,M1214,0,WELCOME50,0.5,0
10/4/2024,M1121,0,WELCOME50,0.5,0
10/4/2024,C7087,150,WELCOME50,0.5,75
10/4/2024,C5144,150,WELCOME50,0.5,75
10/4/2024,M1008,0,WELCOME50,0.5,0
10/4/2024,C7523,150,WELCOME50,0.5,75
10/4/2024,C5815,150,WELCOME50,0.5,75
10/4/2024,C6251,150,WELCOME50,0.5,75
10/4/2024,C9337,150,WELCOME50,0.5,75
10/4/2024,C5609,150,WELCOME50,0.5,75
10/4/2024,C5390,150,WELCOME50,0.5,75
10/4/2024,M1152,0,WELCOME50,0.5,0
10/4/2024,C8795,150,WELCOME50,0.5,75
10/4/2024,C9276,150,WELCOME50,0.5,75
10/4/2024,C6938,150,WELCOME50,0.5,75
10/4/2024,C5881,150,WELCOME50,0.5,75
10/4/2024,C6758,150,WELCOME50,0.5,75
10/4/2024,C5030,150,WELCOME50,0.5,75
10/4/2024,C9024,150,WELCOME50,0.5,75
10/4/2024,C6608,150,WELCOME50,0.5,75
10/4/2024,M1182,0,WELCOME50,0.5,0
10/5/2024,M1018,0,WELCOME50,0.5,0
10/5/2024,C7513,150,WELCOME50,0.5,75
10/5/2024,M1215,0,WELCOME50,0.5,0
10/5/2024,M1201,0,WELCOME50,0.5,0
10/5/2024,M1178,0,WELCOME50,0.5,0
10/5/2024,C6229,150,WELCOME50,0.5,75
10/5/2024,M1060,0,WELCOME50,0.5,0
10/5/2024,C7903,150,WELCOME50,0.5,75
10/5/2024,M1016,0,WELCOME50,0.5,0
10/5/2024,M1199,0,WELCOME50,0.5,0
10/5/2024,M1121,0,WELCOME50,0.5,0
10/5/2024,C6554,150,WELCOME50,0.5,75
10/5/2024,C5759,150,WELCOME50,0.5,75
10/5/2024,C5603,150,WELCOME50,0.5,75
10/5/2024,M1102,0,WELCOME50,0.5,0
10/5/2024,C5325,150,WELCOME50,0.5,75
10/5/2024,M1059,0,WELCOME50,0.5,0
10/5/2024,M1176,0,WELCOME50,0.5,0
10/5/2024,M1019,0,WELCOME50,0.5,0
10/5/2024,C8055,150,WELCOME50,0.5,75
10/5/2024,M1079,0,WELCOME50,0.5,0
10/5/2024,M1061,0,WELCOME50,0.5,0
10/5/2024,M1186,0,WELCOME50,0.5,0
10/5/2024,C8696,150,WELCOME50,0.5,75
10/5/2024,C8553,150,WELCOME50,0.5,75
10/5/2024,M1154,0,WELCOME50,0.5,0
10/5/2024,C9217,150,WELCOME50,0.5,75
10/5/2024,M1122,0,WELCOME50,0.5,0
10/5/2024,M1152,0,WELCOME50,0.5,0
10/5/2024,C6880,150,WELCOME50,0.5,75
10/5/2024,C7143,150,WELCOME50,0.5,75
10/5/2024,C6127,150,WELCOME50,0.5,75
10/5/2024,C5664,150,WELCOME50,0.5,75
10/5/2024,M1081,0,WELCOME50,0.5,0
10/5/2024,M1012,0,WELCOME50,0.5,0
10/5/2024,C5025,150,WELCOME50,0.5,75
10/5/2024,C5093,150,WELCOME50,0.5,75
10/5/2024,C6308,150,WELCOME50,0.5,75
10/5/2024,C7577,150,WELCOME50,0.5,75
10/5/2024,C8967,150,WELCOME50,0.5,75
10/5/2024,M1034,0,WELCOME50,0.5,0
10/5/2024,C8824,150,WELCOME50,0.5,75
10/5/2024,M1037,0,WELCOME50,0.5,0
10/5/2024,C6281,150,WELCOME50,0.5,75
10/5/2024,C5055,150,WELCOME50,0.5,75
10/5/2024,M1161,0,WELCOME50,0.5,0
10/5/2024,C8408,150,WELCOME50,0.5,75
10/5/2024,M1008,0,WELCOME50,0.5,0
10/5/2024,M1099,0,WELCOME50,0.5,0
10/5/2024,C6922,150,WELCOME50,0.5,75
10/5/2024,C5781,150,WELCOME50,0.5,75
10/5/2024,M1054,0,WELCOME50,0.5,0
10/5/2024,M1108,0,WELCOME50,0.5,0
10/5/2024,C8836,150,WELCOME50,0.5,75
10/5/2024,C9611,150,WELCOME50,0.5,75
10/5/2024,M1087,0,WELCOME50,0.5,0
10/5/2024,M1063,0,WELCOME50,0.5,0
10/5/2024,M1065,0,WELCOME50,0.5,0
10/5/2024,M1088,0,WELCOME50,0.5,0
10/5/2024,M1071,0,WELCOME50,0.5,0
10/5/2024,C8787,150,WELCOME50,0.5,75
10/5/2024,C6690,150,WELCOME50,0.5,75
10/5/2024,M1091,0,WELCOME50,0.5,0
10/5/2024,M1119,0,WELCOME50,0.5,0
10/5/2024,M1213,0,WELCOME50,0.5,0
10/5/2024,C9297,150,WELCOME50,0.5,75
10/5/2024,C5116,150,WELCOME50,0.5,75
10/5/2024,C7835,150,WELCOME50,0.5,75
10/5/2024,M1040,0,WELCOME50,0.5,0
10/5/2024,M1212,0,WELCOME50,0.5,0
10/5/2024,C6697,150,WELCOME50,0.5,75
10/5/2024,C5455,150,WELCOME50,0.5,75
10/5/2024,C6544,150,WELCOME50,0.5,75
10/5/2024,M1011,0,WELCOME50,0.5,0
10/5/2024,C6117,150,WELCOME50,0.5,75
10/5/2024,C9207,150,WELCOME50,0.5,75
10/5/2024,M1149,0,WELCOME50,0.5,0
10/5/2024,M1216,0,WELCOME50,0.5,0
10/5/2024,C5754,150,WELCOME50,0.5,75
10/5/2024,C6280,150,WELCOME50,0.5,75
10/5/2024,C6401,150,WELCOME50,0.5,75
10/5/2024,C9473,150,WELCOME50,0.5,75
10/5/2024,C6670,150,WELCOME50,0.5,75
10/5/2024,C8200,150,WELCOME50,0.5,75
10/5/2024,C6622,150,WELCOME50,0.5,75
10/5/2024,C8850,150,WELCOME50,0.5,75
10/5/2024,C7988,150,WELCOME50,0.5,75
10/5/2024,M1168,0,WELCOME50,0.5,0
10/5/2024,C6498,150,WELCOME50,0.5,75
10/5/2024,C7728,150,WELCOME50,0.5,75
10/5/2024,M1089,0,WELCOME50,0.5,0
10/5/2024,C6181,150,WELCOME50,0.5,75
10/5/2024,C7613,150,WELCOME50,0.5,75
10/5/2024,C6976,150,WELCOME50,0.5,75
10/5/2024,C8261,150,WELCOME50,0.5,75
10/5/2024,C6885,150,WELCOME50,0.5,75
10/5/2024,C5525,150,WELCOME50,0.5,75
10/5/2024,C9355,150,WELCOME50,0.5,75
10/5/2024,C6005,150,WELCOME50,0.5,75
10/5/2024,C8275,150,WELCOME50,0.5,75
10/5/2024,C7080,150,WELCOME50,0.5,75
10/5/2024,C7400,150,WELCOME50,0.5,75
10/6/2024,M1182,0,WELCOME50,0.5,0
10/6/2024,C8344,150,WELCOME50,0.5,75
10/6/2024,C9478,150,WELCOME50,0.5,75
10/6/2024,C5720,150,WELCOME50,0.5,75
10/6/2024,M1143,0,WELCOME50,0.5,0
10/6/2024,C8866,150,WELCOME50,0.5,75
10/6/2024,C7244,150,WELCOME50,0.5,75
10/6/2024,C8123,150,WELCOME50,0.5,75
10/6/2024,M1080,0,WELCOME50,0.5,0
10/6/2024,C8737,150,WELCOME50,0.5,75
10/6/2024,M1106,0,WELCOME50,0.5,0
10/6/2024,C8510,150,WELCOME50,0.5,75
10/6/2024,C8324,150,WELCOME50,0.5,75
10/6/2024,M1118,0,WELCOME50,0.5,0
10/6/2024,M1075,0,WELCOME50,0.5,0
10/6/2024,M1188,0,WELCOME50,0.5,0
10/6/2024,C8663,150,WELCOME50,0.5,75
10/6/2024,M1064,0,WELCOME50,0.5,0
10/6/2024,M1214,0,WELCOME50,0.5,0
10/6/2024,M1131,0,WELCOME50,0.5,0
10/6/2024,C8063,150,WELCOME50,0.5,75
10/6/2024,C8387,150,WELCOME50,0.5,75
10/6/2024,M1119,0,WELCOME50,0.5,0
10/6/2024,C8907,150,WELCOME50,0.5,75
10/6/2024,C5394,150,WELCOME50,0.5,75
10/6/2024,C5421,150,WELCOME50,0.5,75
10/6/2024,C5461,150,WELCOME50,0.5,75
10/6/2024,C8706,150,WELCOME50,0.5,75
10/6/2024,C5959,150,WELCOME50,0.5,75
10/6/2024,M1158,0,WELCOME50,0.5,0
10/6/2024,C5957,150,WELCOME50,0.5,75
10/6/2024,M1128,0,WELCOME50,0.5,0
10/6/2024,M1114,0,WELCOME50,0.5,0
10/6/2024,C6264,150,WELCOME50,0.5,75
10/6/2024,C5517,150,WELCOME50,0.5,75
10/6/2024,C5512,150,WELCOME50,0.5,75
10/6/2024,M1146,0,WELCOME50,0.5,0
10/6/2024,C8171,150,WELCOME50,0.5,75
10/6/2024,M1156,0,WELCOME50,0.5,0
10/6/2024,M1108,0,WELCOME50,0.5,0
10/6/2024,M1126,0,WELCOME50,0.5,0
10/6/2024,C9519,150,WELCOME50,0.5,75
10/6/2024,C5274,150,WELCOME50,0.5,75
10/6/2024,C6916,150,WELCOME50,0.5,75
10/6/2024,C5141,150,WELCOME50,0.5,75
10/6/2024,C8243,150,WELCOME50,0.5,75
10/6/2024,C9008,150,WELCOME50,0.5,75
10/6/2024,C8870,150,WELCOME50,0.5,75
10/6/2024,C7157,150,WELCOME50,0.5,75
10/6/2024,C7351,150,WELCOME50,0.5,75
10/6/2024,M1025,0,WELCOME50,0.5,0
10/6/2024,M1139,0,WELCOME50,0.5,0
10/6/2024,C5384,150,WELCOME50,0.5,75
10/6/2024,M1000,0,WELCOME50,0.5,0
10/6/2024,M1042,0,WELCOME50,0.5,0
10/6/2024,C5699,150,WELCOME50,0.5,75
10/6/2024,C8235,150,WELCOME50,0.5,75
10/6/2024,C5037,150,WELCOME50,0.5,75
10/6/2024,C5735,150,WELCOME50,0.5,75
10/6/2024,C5946,150,WELCOME50,0.5,75
10/6/2024,C8879,150,WELCOME50,0.5,75
10/6/2024,M1141,0,WELCOME50,0.5,0
10/6/2024,M1135,0,WELCOME50,0.5,0
10/6/2024,C6366,150,WELCOME50,0.5,75
10/6/2024,M1017,0,WELCOME50,0.5,0
10/6/2024,C5097,150,WELCOME50,0.5,75
10/6/2024,C5795,150,WELCOME50,0.5,75
10/6/2024,M1120,0,WELCOME50,0.5,0
10/6/2024,M1044,0,WELCOME50,0.5,0
10/6/2024,M1147,0,WELCOME50,0.5,0
10/6/2024,C7536,150,WELCOME50,0.5,75
10/6/2024,C5341,150,WELCOME50,0.5,75
10/6/2024,C6270,150,WELCOME50,0.5,75
10/6/2024,C9229,150,WELCOME50,0.5,75
10/6/2024,M1078,0,WELCOME50,0.5,0
